"DOI","CIMA_INDEX"
"10.1002/acn3.51664",2
"10.1002/acn3.51669",3
"10.1002/acn3.51688",1
"10.1002/acr2.11293",2
"10.1002/adbi.202101099",1
"10.1002/adhm.202000164",1
"10.1002/adhm.202002214",2
"10.1002/adma.202107392",2
"10.1002/adma.202201322",1
"10.1002/advs.202002944",1
"10.1002/advs.202004973",1
"10.1002/advs.202102853",1
"10.1002/advs.202104640",2
"10.1002/advs.202105442",2
"10.1002/ajhb.23415",1
"10.1002/ajmg.a.62120",3
"10.1002/ajmg.a.62433",1
"10.1002/ajmg.a.62870",1
"10.1002/alz.12180",3
"10.1002/alz.12880",1
"10.1002/alz.12885",2
"10.1002/ana.25637",2
"10.1002/ana.25647",3
"10.1002/ana.25655",2
"10.1002/ana.25684",1
"10.1002/ana.25688",1
"10.1002/ana.25691",1
"10.1002/ana.25701",2
"10.1002/ana.25705",3
"10.1002/ana.25709",2
"10.1002/ana.25717",3
"10.1002/ana.25737",3
"10.1002/ana.25738",1
"10.1002/ana.25743",1
"10.1002/ana.25746",3
"10.1002/ana.25749",2
"10.1002/ana.25758",1
"10.1002/ana.25759",1
"10.1002/ana.25770",2
"10.1002/ana.25782",2
"10.1002/ana.25786",2
"10.1002/ana.25799",4
"10.1002/ana.25802",1
"10.1002/ana.25808",3
"10.1002/ana.25835",2
"10.1002/ana.25842",1
"10.1002/ana.25877",3
"10.1002/ana.25907",2
"10.1002/ana.25909",3
"10.1002/ana.25927",5
"10.1002/ana.25933",1
"10.1002/ana.25936",1
"10.1002/ana.25957",2
"10.1002/ana.25974",2
"10.1002/ana.26014",2
"10.1002/ana.26028",3
"10.1002/ana.26050",1
"10.1002/ana.26052",3
"10.1002/ana.26061",3
"10.1002/ana.26062",3
"10.1002/ana.26067",1
"10.1002/ana.26069",1
"10.1002/ana.26084",2
"10.1002/ana.26136",1
"10.1002/ana.26137",3
"10.1002/ana.26154",3
"10.1002/ana.26155",1
"10.1002/ana.26158",1
"10.1002/ana.26163",2
"10.1002/ana.26194",3
"10.1002/ana.26196",1
"10.1002/ana.26202",2
"10.1002/ana.26216",1
"10.1002/ana.26223",2
"10.1002/ana.26226",2
"10.1002/ana.26239",1
"10.1002/ana.26251",2
"10.1002/ana.26281",1
"10.1002/ana.26285",1
"10.1002/ana.26288",2
"10.1002/ana.26290",3
"10.1002/ana.26301",2
"10.1002/ana.26309",1
"10.1002/ana.26320",1
"10.1002/ana.26322",3
"10.1002/ana.26328",2
"10.1002/ana.26336",2
"10.1002/ana.26341",3
"10.1002/ana.26343",3
"10.1002/ana.26346",3
"10.1002/ana.26348",2
"10.1002/ana.26352",2
"10.1002/ana.26370",2
"10.1002/ana.26440",3
"10.1002/ana.26441",4
"10.1002/ana.26448",1
"10.1002/ana.26466",2
"10.1002/anie.202113562",1
"10.1002/anr3.12169",1
"10.1002/anr3.12176",1
"10.1002/ar.24538",1
"10.1002/ardp.202000378",2
"10.1002/art.41259",2
"10.1002/art.41265",1
"10.1002/art.41267",1
"10.1002/art.41291",3
"10.1002/art.41591",1
"10.1002/art.41657",3
"10.1002/art.42063",1
"10.1002/art.42081",2
"10.1002/art.42265",4
"10.1002/art.42287",1
"10.1002/bab.1920",1
"10.1002/bimj.201900268",1
"10.1002/bio.3976",1
"10.1002/biof.1597",2
"10.1002/biof.1687",2
"10.1002/biof.1771",1
"10.1002/bmc.5029",2
"10.1002/brb3.1498",2
"10.1002/brb3.1514",1
"10.1002/brb3.1598",1
"10.1002/brb3.1625",2
"10.1002/brb3.1772",1
"10.1002/brb3.1795",3
"10.1002/brb3.1830",1
"10.1002/brb3.1842",1
"10.1002/brb3.1865",2
"10.1002/brb3.1920",2
"10.1002/brb3.1921",3
"10.1002/brb3.1925",2
"10.1002/brb3.1930",1
"10.1002/brb3.1998",1
"10.1002/brb3.2044",2
"10.1002/brb3.2050",1
"10.1002/brb3.2073",2
"10.1002/brb3.2083",1
"10.1002/brb3.2087",2
"10.1002/brb3.2111",1
"10.1002/brb3.2125",1
"10.1002/brb3.2179",1
"10.1002/brb3.2220",2
"10.1002/brb3.2298",2
"10.1002/brb3.2302",2
"10.1002/brb3.2353",1
"10.1002/brb3.2405",4
"10.1002/brb3.2494",1
"10.1002/brb3.2573",2
"10.1002/brb3.2582",2
"10.1002/brb3.2587",1
"10.1002/brb3.2591",1
"10.1002/brb3.2592",1
"10.1002/brb3.2596",1
"10.1002/brb3.2679",1
"10.1002/brb3.2700",2
"10.1002/brb3.2719",1
"10.1002/brb3.2723",1
"10.1002/brb3.2798",2
"10.1002/btpr.2927",2
"10.1002/cbic.202100038",2
"10.1002/cbic.202100515",2
"10.1002/cbin.11250",1
"10.1002/cbin.11373",1
"10.1002/cbin.11500",1
"10.1002/cbin.11589",2
"10.1002/cbin.11846",2
"10.1002/ccd.28379",1
"10.1002/ccr3.2781",1
"10.1002/ccr3.2808",2
"10.1002/ccr3.2971",2
"10.1002/ccr3.3135",2
"10.1002/ccr3.4407",1
"10.1002/ccr3.4468",1
"10.1002/ccr3.5299",2
"10.1002/ccr3.5910",2
"10.1002/ccr3.6154",2
"10.1002/ccr3.6332",1
"10.1002/ccr3.6382",1
"10.1002/chem.202004076",1
"10.1002/chem.202104311",1
"10.1002/chir.23376",2
"10.1002/clc.23922",1
"10.1002/cmdc.202000310",1
"10.1002/cmdc.202000502",2
"10.1002/cmdc.202200472",2
"10.1002/cne.24845",1
"10.1002/cnm.3298",1
"10.1002/cnm.3506",1
"10.1002/cpdd.725",1
"10.1002/cpdd.925",1
"10.1002/cphc.202100109",2
"10.1002/cpmo.78",1
"10.1002/cpt.1615",1
"10.1002/cpt.1723",1
"10.1002/cpt.2532",2
"10.1002/cpz1.15",2
"10.1002/cpz1.314",1
"10.1002/cpz1.338",1
"10.1002/cpz1.437",2
"10.1002/ctd2.61",1
"10.1002/cti2.1133",2
"10.1002/cti2.1186",1
"10.1002/cti2.1197",2
"10.1002/cti2.1214",2
"10.1002/cti2.1229",2
"10.1002/cti2.1234",2
"10.1002/cti2.1250",3
"10.1002/cti2.1262",1
"10.1002/cti2.1295",1
"10.1002/cti2.1316",2
"10.1002/cti2.1318",2
"10.1002/cti2.1418",1
"10.1002/cti2.1426",2
"10.1002/ctm2.1068",2
"10.1002/ctm2.1093",2
"10.1002/ctm2.22",3
"10.1002/ctm2.837",2
"10.1002/cyto.a.24692",2
"10.1002/dad2.12063",2
"10.1002/dad2.12229",2
"10.1002/dad2.12251",2
"10.1002/dad2.12326",3
"10.1002/ddr.21645",1
"10.1002/ddr.21798",1
"10.1002/dmrr.3505",1
"10.1002/dneu.22827",1
"10.1002/dneu.22867",1
"10.1002/dvdy.333",1
"10.1002/eji.201847807",3
"10.1002/eji.201948288",1
"10.1002/eji.201948299",1
"10.1002/eji.201948410",1
"10.1002/eji.201948423",2
"10.1002/eji.201948451",3
"10.1002/eji.202048655",1
"10.1002/eji.202048665",3
"10.1002/eji.202048739",3
"10.1002/eji.202048936",3
"10.1002/eji.202049030",1
"10.1002/eji.202049144",1
"10.1002/eji.202149179",1
"10.1002/eji.202149238",2
"10.1002/eji.202149576",1
"10.1002/eji.202149589",1
"10.1002/eji.202149757",1
"10.1002/ejp.1695",1
"10.1002/ejp.1934",2
"10.1002/epi4.12529",1
"10.1002/epi4.12543",1
"10.1002/epi4.12601",1
"10.1002/epi4.12649",3
"10.1002/gepi.22357",1
"10.1002/glia.23699",2
"10.1002/glia.23711",2
"10.1002/glia.23726",1
"10.1002/glia.23742",3
"10.1002/glia.23746",2
"10.1002/glia.23775",2
"10.1002/glia.23783",2
"10.1002/glia.23799",1
"10.1002/glia.23807",1
"10.1002/glia.23819",2
"10.1002/glia.23825",2
"10.1002/glia.23844",1
"10.1002/glia.23896",2
"10.1002/glia.23911",2
"10.1002/glia.23917",2
"10.1002/glia.23936",2
"10.1002/glia.23937",1
"10.1002/glia.23940",2
"10.1002/glia.23950",2
"10.1002/glia.23958",2
"10.1002/glia.23980",1
"10.1002/glia.23988",1
"10.1002/glia.24001",2
"10.1002/glia.24042",2
"10.1002/glia.24052",1
"10.1002/glia.24071",3
"10.1002/glia.24074",2
"10.1002/glia.24078",2
"10.1002/glia.24108",2
"10.1002/glia.24111",2
"10.1002/glia.24117",1
"10.1002/glia.24128",1
"10.1002/glia.24144",1
"10.1002/glia.24148",1
"10.1002/glia.24164",2
"10.1002/glia.24165",2
"10.1002/glia.24186",1
"10.1002/glia.24227",2
"10.1002/glia.24231",1
"10.1002/glia.24235",2
"10.1002/glia.24239",1
"10.1002/glia.24245",1
"10.1002/glia.24262",2
"10.1002/hbm.24849",1
"10.1002/hbm.24933",3
"10.1002/hbm.24940",4
"10.1002/hbm.24989",2
"10.1002/hbm.25122",2
"10.1002/hbm.25126",2
"10.1002/hbm.25213",3
"10.1002/hbm.25239",1
"10.1002/hbm.25247",3
"10.1002/hbm.25274",1
"10.1002/hbm.25299",3
"10.1002/hbm.25306",2
"10.1002/hbm.25375",4
"10.1002/hbm.25389",4
"10.1002/hbm.25440",3
"10.1002/hbm.25744",3
"10.1002/hep.31435",1
"10.1002/hon.2976",1
"10.1002/hpja.559",1
"10.1002/hsr2.474",2
"10.1002/hsr2.489",1
"10.1002/humu.24016",2
"10.1002/iid3.357",1
"10.1002/iub.2232",3
"10.1002/iub.2461",2
"10.1002/jbm.a.37118",2
"10.1002/jbm4.10232",1
"10.1002/jbm4.10616",2
"10.1002/jbt.22564",1
"10.1002/jbt.22800",1
"10.1002/jca.21755",1
"10.1002/jca.21788",1
"10.1002/jca.21874",1
"10.1002/jca.21953",1
"10.1002/jcb.29643",1
"10.1002/jcb.29826",1
"10.1002/jcla.24170",1
"10.1002/jcla.24597",1
"10.1002/jcp.29533",2
"10.1002/jcp.29682",1
"10.1002/jcp.29721",1
"10.1002/jcp.29910",2
"10.1002/jcp.30090",1
"10.1002/jcp.30624",1
"10.1002/jcph.1546",2
"10.1002/jcph.1605",2
"10.1002/jcph.1737",1
"10.1002/jcph.1802",2
"10.1002/jcph.1879",3
"10.1002/jcph.2008",3
"10.1002/jcsm.12861",1
"10.1002/jcsm.13050",2
"10.1002/jdn.10090",2
"10.1002/jdn.10153",1
"10.1002/jgh3.12353",1
"10.1002/jgm.3399",2
"10.1002/jimd.12457",2
"10.1002/jlb.2mr0120-510r",2
"10.1002/jlb.3mr0620-035r",1
"10.1002/jlb.4a0220-114rr",2
"10.1002/jlcr.3872",2
"10.1002/jmri.26782",3
"10.1002/jmri.26959",1
"10.1002/jmri.26997",1
"10.1002/jmri.27059",3
"10.1002/jmri.27201",2
"10.1002/jmri.27253",1
"10.1002/jmri.27363",2
"10.1002/jmri.27389",2
"10.1002/jmri.27413",2
"10.1002/jmri.27586",1
"10.1002/jmri.27597",1
"10.1002/jmri.27661",1
"10.1002/jmri.27776",2
"10.1002/jmri.27806",1
"10.1002/jmri.27832",2
"10.1002/jmri.27862",1
"10.1002/jmri.27872",1
"10.1002/jmri.27937",3
"10.1002/jmri.27958",1
"10.1002/jmri.28178",1
"10.1002/jmri.28559",2
"10.1002/jmv.26188",1
"10.1002/jmv.26279",2
"10.1002/jmv.26319",1
"10.1002/jmv.26593",1
"10.1002/jmv.26796",2
"10.1002/jnr.24509",2
"10.1002/jnr.24524",1
"10.1002/jnr.24528",1
"10.1002/jnr.24554",1
"10.1002/jnr.24582",1
"10.1002/jnr.24596",2
"10.1002/jnr.24699",1
"10.1002/jnr.24715",1
"10.1002/jnr.24767",1
"10.1002/jnr.24809",2
"10.1002/jnr.24856",2
"10.1002/jnr.24977",1
"10.1002/jnr.24983",1
"10.1002/jnr.24986",1
"10.1002/jnr.25007",2
"10.1002/jnr.25028",2
"10.1002/jnr.25035",1
"10.1002/jnr.25065",1
"10.1002/jnr.25067",1
"10.1002/jnr.25110",2
"10.1002/jpen.1999",1
"10.1002/jso.26618",1
"10.1002/jssc.202001007",1
"10.1002/mc.23274",2
"10.1002/mco2.69",1
"10.1002/mds.28313",4
"10.1002/mds.28738",4
"10.1002/mds.28857",1
"10.1002/mds.29079",1
"10.1002/mds.29277",3
"10.1002/med.21636",1
"10.1002/med.21710",1
"10.1002/med.21800",2
"10.1002/mgg3.1410",1
"10.1002/mp.13880",3
"10.1002/mp.15427",3
"10.1002/mrm.27927",2
"10.1002/mrm.27986",2
"10.1002/mrm.28038",2
"10.1002/mrm.28082",2
"10.1002/mrm.28229",3
"10.1002/mrm.28553",2
"10.1002/mrm.28608",2
"10.1002/mrm.28688",2
"10.1002/mrm.28811",2
"10.1002/mrm.28978",1
"10.1002/mrm.28989",2
"10.1002/mrm.29152",2
"10.1002/mrm.29176",1
"10.1002/mrm.29287",1
"10.1002/mrm.29377",2
"10.1002/mus.26780",1
"10.1002/mus.26884",1
"10.1002/mus.26985",3
"10.1002/mus.27091",4
"10.1002/mus.27097",1
"10.1002/mus.27324",2
"10.1002/mus.27392",3
"10.1002/mus.27405",3
"10.1002/mus.27467",3
"10.1002/mus.27472",2
"10.1002/mus.27652",2
"10.1002/nau.24177",1
"10.1002/nau.24194",1
"10.1002/nau.24206",1
"10.1002/nau.24230",2
"10.1002/nau.24232",1
"10.1002/nau.24276",2
"10.1002/nau.24279",2
"10.1002/nau.24304",2
"10.1002/nau.24314",1
"10.1002/nau.24330",1
"10.1002/nau.24336",2
"10.1002/nau.24368",1
"10.1002/nau.24419",1
"10.1002/nau.24469",2
"10.1002/nau.24534",1
"10.1002/nau.24645",1
"10.1002/nau.24649",1
"10.1002/nau.24654",1
"10.1002/nau.24687",1
"10.1002/nau.24733",1
"10.1002/nau.24855",1
"10.1002/nau.24860",1
"10.1002/nau.24954",1
"10.1002/nau.24955",1
"10.1002/nau.25008",2
"10.1002/nau.25029",1
"10.1002/nbm.4219",3
"10.1002/nbm.4222",1
"10.1002/nbm.4283",3
"10.1002/nbm.4326",2
"10.1002/nbm.4590",1
"10.1002/nbm.4730",2
"10.1002/nbm.4806",2
"10.1002/nop2.956",1
"10.1002/onco.13756",1
"10.1002/path.5351",1
"10.1002/path.5399",1
"10.1002/path.5425",2
"10.1002/path.5576",1
"10.1002/path.5878",2
"10.1002/pds.5154",3
"10.1002/pds.5196",2
"10.1002/pds.5297",2
"10.1002/pds.5411",1
"10.1002/ped4.12315",2
"10.1002/phar.2517",1
"10.1002/pmic.202100247",1
"10.1002/pmrj.12264",1
"10.1002/pmrj.12289",1
"10.1002/pmrj.12328",3
"10.1002/pmrj.12377",1
"10.1002/pmrj.12423",1
"10.1002/pmrj.12435",1
"10.1002/pmrj.12517",4
"10.1002/pmrj.12724",1
"10.1002/pri.1798",2
"10.1002/pri.1799",2
"10.1002/pri.1805",1
"10.1002/pri.1814",1
"10.1002/pri.1829",2
"10.1002/pri.1893",1
"10.1002/pri.1909",1
"10.1002/pri.1922",1
"10.1002/prot.25764",1
"10.1002/prp2.659",1
"10.1002/psc.3281",2
"10.1002/psp4.12778",1
"10.1002/psp4.12796",1
"10.1002/pst.2233",1
"10.1002/ptr.6927",1
"10.1002/ptr.6968",1
"10.1002/ptr.7050",1
"10.1002/ptr.7138",1
"10.1002/ptr.7263",2
"10.1002/ptr.7273",1
"10.1002/ptr.7395",1
"10.1002/ptr.7417",1
"10.1002/rcr2.834",1
"10.1002/sctm.19-0156",2
"10.1002/sim.8525",2
"10.1002/sim.8587",1
"10.1002/sim.8668",1
"10.1002/sim.8702",3
"10.1002/sim.8790",1
"10.1002/sim.8843",2
"10.1002/sim.8967",2
"10.1002/sim.9034",2
"10.1002/smi.3054",2
"10.1002/stem.3374",1
"10.1002/syn.22234",1
"10.1002/term.3110",2
"10.1002/trc2.12108",1
"10.1002/trc2.12162",1
"10.1002/trc2.12174",1
"10.1002/trc2.12324",1
"10.1002/uog.24906",3
"10.1002/vms3.314",1
"10.1002/wdev.358",1
"10.1002/wnan.1783",2
"10.1002/wrna.1709",1
"10.1002/wsbm.1486",1
"10.1007/10_2019_105",1
"10.1007/164_2019_308",1
"10.1007/164_2019_315",2
"10.1007/164_2020_407",1
"10.1007/164_2021_502",1
"10.1007/164_2021_545",1
"10.1007/7651_2020_281",1
"10.1007/7651_2021_453",1
"10.1007/7854_2021_240",2
"10.1007/978-1-0716-0787-9_18",1
"10.1007/978-1-0716-1130-2_3",1
"10.1007/978-1-0716-1311-5_27",1
"10.1007/978-1-0716-1601-7_11",2
"10.1007/978-1-0716-1783-0_5",2
"10.1007/978-1-0716-2305-3_6",2
"10.1007/978-1-0716-2521-7_1",1
"10.1007/978-1-4939-9717-6_1",1
"10.1007/978-1-4939-9773-2_27",2
"10.1007/978-3-030-32622-7_38",1
"10.1007/978-3-030-34521-1_4",1
"10.1007/978-3-030-36588-2_6",2
"10.1007/978-3-030-43961-3_5",1
"10.1007/978-3-030-50621-6_1",1
"10.1007/978-3-030-50621-6_7",2
"10.1007/978-3-030-55035-6_6",2
"10.1007/978-3-030-56153-6_3",2
"10.1007/978-3-030-57369-0_8",1
"10.1007/978-3-030-59861-7_13",2
"10.1007/978-3-030-60204-8_2",1
"10.1007/978-3-030-60204-8_3",2
"10.1007/978-3-030-60204-8_8",1
"10.1007/978-3-030-61125-5_7",1
"10.1007/978-3-030-63046-1_12",1
"10.1007/978-3-030-63761-3_20",2
"10.1007/978-3-030-63761-3_21",1
"10.1007/978-3-030-70115-4_10",1
"10.1007/978-3-030-70115-4_8",1
"10.1007/978-3-030-78771-4_19",1
"10.1007/978-3-030-85109-5_13",1
"10.1007/978-3-030-85113-2_6",2
"10.1007/978-3-030-85292-4_21",2
"10.1007/978-3-030-87779-8_4",1
"10.1007/978-3-030-92616-8_10",1
"10.1007/978-3-030-99166-1_13",2
"10.1007/978-3-031-05843-1_1",1
"10.1007/978-3-031-06566-8_14",1
"10.1007/978-3-031-08999-2_12",1
"10.1007/978-3-031-14190-4_15",1
"10.1007/978-3-031-14190-4_25",1
"10.1007/978-3-031-16980-9_6",3
"10.1007/978-981-15-1792-1_22",1
"10.1007/978-981-15-1792-1_29",1
"10.1007/978-981-15-2385-4_6",1
"10.1007/978-981-15-3449-2_12",2
"10.1007/978-981-15-4370-8_7",1
"10.1007/978-981-15-6407-9_10",1
"10.1007/978-981-16-0991-6_7",1
"10.1007/s00005-020-00584-4",2
"10.1007/s00005-020-00587-1",1
"10.1007/s00005-021-00619-4",2
"10.1007/s00011-019-01310-3",1
"10.1007/s00011-020-01341-1",1
"10.1007/s00011-020-01355-9",1
"10.1007/s00011-020-01394-2",1
"10.1007/s00011-020-01396-0",1
"10.1007/s00011-021-01446-1",1
"10.1007/s00011-022-01622-x",2
"10.1007/s00011-022-01643-6",1
"10.1007/s00018-019-03327-7",1
"10.1007/s00018-019-03423-8",1
"10.1007/s00018-020-03586-9",1
"10.1007/s00018-020-03706-5",1
"10.1007/s00018-020-03733-2",1
"10.1007/s00018-021-03792-z",2
"10.1007/s00018-021-03802-0",2
"10.1007/s00018-021-03825-7",2
"10.1007/s00018-021-03852-4",1
"10.1007/s00018-021-03927-2",1
"10.1007/s00018-021-03932-5",2
"10.1007/s00018-021-04109-w",1
"10.1007/s00018-022-04126-3",1
"10.1007/s00018-022-04160-1",2
"10.1007/s00018-022-04225-1",3
"10.1007/s00018-022-04294-2",1
"10.1007/s00018-022-04315-0",1
"10.1007/s00018-022-04340-z",2
"10.1007/s00018-022-04428-6",3
"10.1007/s00018-022-04433-9",2
"10.1007/s00018-022-04573-y",1
"10.1007/s00062-019-00794-0",1
"10.1007/s00062-019-00869-y",1
"10.1007/s00062-020-00882-6",3
"10.1007/s00062-020-00929-8",2
"10.1007/s00062-021-00995-6",3
"10.1007/s00062-021-01010-8",1
"10.1007/s00062-021-01021-5",1
"10.1007/s00062-021-01089-z",3
"10.1007/s00062-022-01144-3",1
"10.1007/s00062-022-01219-1",1
"10.1007/s00109-020-01958-z",1
"10.1007/s00109-020-01968-x",2
"10.1007/s00109-020-02003-9",4
"10.1007/s00109-021-02059-1",2
"10.1007/s00109-021-02080-4",1
"10.1007/s00109-021-02085-z",1
"10.1007/s00109-022-02202-6",2
"10.1007/s00115-019-00843-6",1
"10.1007/s00115-019-00845-4",1
"10.1007/s00115-020-00906-z",1
"10.1007/s00115-020-00937-6",1
"10.1007/s00115-020-00956-3",1
