"DOI","ALTMETRIC"
"10.1002/ar.24538",1
"10.1002/ardp.202000378",8
"10.1002/art.41259",13
"10.1002/art.41265",15
"10.1002/art.41267",8
"10.1002/art.41291",5
"10.1002/art.41591",1
"10.1002/art.41657",7
"10.1002/art.42063",4
"10.1002/art.42081",21
"10.1002/art.42265",7
"10.1002/art.42287",90
"10.1002/bab.1920",1
"10.1002/bimj.201900268",1
"10.1002/bio.3976",1
"10.1002/biof.1597",19
"10.1002/biof.1687",2
"10.1002/biof.1771",8
"10.1002/bmc.5029",1
"10.1002/brb3.1498",31
"10.1002/brb3.1514",1
"10.1002/brb3.1598",1
"10.1002/brb3.1625",11
"10.1002/brb3.1772",0
"10.1002/brb3.1795",1
"10.1002/brb3.1830",32
"10.1002/brb3.1842",2
"10.1002/brb3.1865",2
"10.1002/brb3.1920",23
"10.1002/brb3.1921",8
"10.1002/brb3.1925",2
"10.1002/brb3.1930",1
"10.1002/brb3.1998",3
"10.1002/brb3.2044",3
"10.1002/brb3.2050",2
"10.1002/brb3.2073",2
"10.1002/brb3.2083",1
"10.1002/brb3.2087",8
"10.1002/brb3.2111",2
"10.1002/brb3.2125",8
"10.1002/brb3.2179",4
"10.1002/brb3.2220",4
"10.1002/brb3.2298",2
"10.1002/brb3.2302",9
"10.1002/brb3.2353",2
"10.1002/brb3.2405",7
"10.1002/brb3.2494",10
"10.1002/brb3.2573",2
"10.1002/brb3.2582",1
"10.1002/brb3.2587",9
"10.1002/brb3.2591",2
"10.1002/brb3.2592",3
"10.1002/brb3.2596",3
"10.1002/brb3.2679",13
"10.1002/brb3.2700",3
"10.1002/brb3.2719",5
"10.1002/brb3.2723",2
"10.1002/brb3.2798",2
"10.1002/btpr.2927",0
"10.1002/cbic.202100038",9
"10.1002/cbic.202100515",1
"10.1002/cbin.11250",1
"10.1002/cbin.11373",1
"10.1002/cbin.11500",2
"10.1002/cbin.11589",1
"10.1002/cbin.11846",1
"10.1002/ccd.28379",0
"10.1002/ccr3.2781",0
"10.1002/ccr3.2808",1
"10.1002/ccr3.2971",0
"10.1002/ccr3.3135",1
"10.1002/ccr3.4407",7
"10.1002/ccr3.4468",1
"10.1002/ccr3.5299",7
"10.1002/ccr3.5910",0
"10.1002/ccr3.6154",0
"10.1002/ccr3.6332",1
"10.1002/ccr3.6382",1
"10.1002/chem.202004076",6
"10.1002/chem.202104311",2
"10.1002/chir.23376",1
"10.1002/clc.23922",1
"10.1002/cmdc.202000310",1
"10.1002/cmdc.202000502",2
"10.1002/cmdc.202200472",2
"10.1002/cne.24845",2
"10.1002/cnm.3298",1
"10.1002/cnm.3506",1
"10.1002/cpdd.725",0
"10.1002/cpdd.813",0
"10.1002/cpdd.925",3
"10.1002/cphc.202100109",12
"10.1002/cpmo.78",0
"10.1002/cpt.1615",3
"10.1002/cpt.1723",7
"10.1002/cpt.2532",3
"10.1002/cpz1.15",2
"10.1002/cpz1.185",2
"10.1002/cpz1.314",10
"10.1002/cpz1.338",2
"10.1002/cpz1.437",3
"10.1002/ctd2.61",0
"10.1002/cti2.1133",11
"10.1002/cti2.1186",3
"10.1002/cti2.1197",2
"10.1002/cti2.1214",9
"10.1002/cti2.1229",34
"10.1002/cti2.1234",21
"10.1002/cti2.1250",6
"10.1002/cti2.1262",12
"10.1002/cti2.1295",17
"10.1002/cti2.1316",37
"10.1002/cti2.1318",13
"10.1002/cti2.1418",34
"10.1002/cti2.1426",4
"10.1002/ctm2.1068",1
"10.1002/ctm2.1093",10
"10.1002/ctm2.22",3
"10.1002/ctm2.837",8
"10.1002/cyto.a.24692",1
"10.1002/dad2.12063",12
"10.1002/dad2.12229",15
"10.1002/dad2.12251",37
"10.1002/dad2.12326",18
"10.1002/ddr.21645",1
"10.1002/ddr.21798",7
"10.1002/dmrr.3505",3
"10.1002/dneu.22827",1
"10.1002/dneu.22867",11
"10.1002/dvdy.333",13
"10.1002/eji.201847807",7
"10.1002/eji.201948288",11
"10.1002/eji.201948299",2
"10.1002/eji.201948410",2
"10.1002/eji.201948423",8
"10.1002/eji.201948451",6
"10.1002/eji.202048655",11
"10.1002/eji.202048665",10
"10.1002/eji.202048739",5
"10.1002/eji.202048936",2
"10.1002/eji.202049030",7
"10.1002/eji.202049144",10
"10.1002/eji.202149179",11
"10.1002/eji.202149238",11
"10.1002/eji.202149576",18
"10.1002/eji.202149589",7
"10.1002/eji.202149757",1
"10.1002/ejp.1695",5
"10.1002/ejp.1934",3
"10.1002/epi4.12529",3
"10.1002/epi4.12543",1
"10.1002/epi4.12601",5
"10.1002/epi4.12636",1
"10.1002/epi4.12649",2
"10.1002/gepi.22357",2
"10.1002/glia.23699",3
"10.1002/glia.23711",3
"10.1002/glia.23726",11
"10.1002/glia.23742",3
"10.1002/glia.23746",1
"10.1002/glia.23775",5
"10.1002/glia.23783",31
"10.1002/glia.23799",3
"10.1002/glia.23807",4
"10.1002/glia.23819",5
"10.1002/glia.23825",11
"10.1002/glia.23844",11
"10.1002/glia.23896",94
"10.1002/glia.23911",14
"10.1002/glia.23917",42
"10.1002/glia.23936",20
"10.1002/glia.23937",2
"10.1002/glia.23940",7
"10.1002/glia.23950",9
"10.1002/glia.23958",7
"10.1002/glia.23980",12
"10.1002/glia.23988",16
"10.1002/glia.24001",8
"10.1002/glia.24042",7
"10.1002/glia.24052",15
"10.1002/glia.24071",5
"10.1002/glia.24074",8
"10.1002/glia.24078",10
"10.1002/glia.24108",10
"10.1002/glia.24111",9
"10.1002/glia.24117",3
"10.1002/glia.24128",11
"10.1002/glia.24144",24
"10.1002/glia.24148",4
"10.1002/glia.24164",47
"10.1002/glia.24165",17
"10.1002/glia.24186",2
"10.1002/glia.24227",1
"10.1002/glia.24231",15
"10.1002/glia.24235",21
"10.1002/glia.24239",1
"10.1002/glia.24245",11
"10.1002/glia.24262",24
"10.1002/hbm.24849",3
"10.1002/hbm.24933",3
"10.1002/hbm.24940",1
"10.1002/hbm.24989",10
"10.1002/hbm.25122",16
"10.1002/hbm.25126",10
"10.1002/hbm.25213",4
"10.1002/hbm.25239",7
"10.1002/hbm.25247",2
"10.1002/hbm.25274",11
"10.1002/hbm.25299",7
"10.1002/hbm.25306",3
"10.1002/hbm.25375",7
"10.1002/hbm.25389",1
"10.1002/hbm.25440",2
"10.1002/hbm.25744",1
"10.1002/hep.31435",9
"10.1002/hon.2976",8
"10.1002/hpja.559",2
"10.1002/hsr2.474",14
"10.1002/hsr2.489",7
"10.1002/humu.24016",1
"10.1002/iid3.357",1
"10.1002/iub.2232",1
"10.1002/iub.2461",2
"10.1002/jbm.a.37118",2
"10.1002/jbm4.10232",30
"10.1002/jbm4.10616",5
"10.1002/jbt.22564",1
"10.1002/jbt.22800",1
"10.1002/jca.21755",1
"10.1002/jca.21788",7
"10.1002/jca.21874",1
"10.1002/jca.21953",76
"10.1002/jcb.29643",1
"10.1002/jcb.29826",0
"10.1002/jcla.24170",1
"10.1002/jcla.24597",1
"10.1002/jcp.29533",0
"10.1002/jcp.29682",12
"10.1002/jcp.29721",3
"10.1002/jcp.29910",7
"10.1002/jcp.30090",2
"10.1002/jcp.30624",10
"10.1002/jcph.1546",0
"10.1002/jcph.1605",2
"10.1002/jcph.1737",21
"10.1002/jcph.1802",10
"10.1002/jcph.1879",8
"10.1002/jcph.2008",1
"10.1002/jcsm.12861",5
"10.1002/jcsm.13050",11
"10.1002/jdn.10090",1
"10.1002/jdn.10153",1
"10.1002/jgh3.12353",0
"10.1002/jgm.3399",4
"10.1002/jimd.12457",1
"10.1002/jlb.2mr0120-510r",1
"10.1002/jlb.3mr0620-035r",4
"10.1002/jlb.4a0220-114rr",4
"10.1002/jlcr.3872",4
"10.1002/jmri.26782",2
"10.1002/jmri.26959",1
"10.1002/jmri.26997",1
"10.1002/jmri.27059",2
"10.1002/jmri.27201",1
"10.1002/jmri.27253",1
"10.1002/jmri.27363",0
"10.1002/jmri.27389",1
"10.1002/jmri.27413",1
"10.1002/jmri.27586",2
"10.1002/jmri.27597",4
"10.1002/jmri.27661",4
"10.1002/jmri.27776",2
"10.1002/jmri.27806",10
"10.1002/jmri.27832",2
"10.1002/jmri.27862",1
"10.1002/jmri.27872",0
"10.1002/jmri.27937",6
"10.1002/jmri.27958",2
"10.1002/jmri.28178",0
"10.1002/jmri.28559",1
"10.1002/jmv.26188",29
"10.1002/jmv.26279",23
"10.1002/jmv.26319",12
"10.1002/jmv.26593",2
"10.1002/jmv.26796",1
"10.1002/jnr.24509",2
"10.1002/jnr.24524",20
"10.1002/jnr.24528",1
"10.1002/jnr.24554",3
"10.1002/jnr.24582",1
"10.1002/jnr.24596",1
"10.1002/jnr.24699",3
"10.1002/jnr.24715",2
"10.1002/jnr.24767",7
"10.1002/jnr.24809",5
"10.1002/jnr.24856",13
"10.1002/jnr.24977",11
"10.1002/jnr.24983",3
"10.1002/jnr.24986",8
"10.1002/jnr.25007",8
"10.1002/jnr.25028",2
"10.1002/jnr.25035",4
"10.1002/jnr.25065",2
"10.1002/jnr.25067",17
"10.1002/jnr.25110",13
"10.1002/jpen.1999",0
"10.1002/jso.26618",8
"10.1002/jssc.202001007",0
"10.1002/mc.23274",7
"10.1002/mco2.69",3
"10.1002/mds.28313",15
"10.1002/mds.28738",18
"10.1002/mds.28857",11
"10.1002/mds.29079",7
"10.1002/mds.29277",11
"10.1002/med.21636",3
"10.1002/med.21710",15
"10.1002/med.21800",10
"10.1002/mgg3.1410",0
"10.1002/mp.13880",3
"10.1002/mp.15427",1
"10.1002/mrm.27927",7
"10.1002/mrm.27986",3
"10.1002/mrm.28038",0
"10.1002/mrm.28082",1
"10.1002/mrm.28229",2
"10.1002/mrm.28553",1
"10.1002/mrm.28608",2
"10.1002/mrm.28688",2
"10.1002/mrm.28811",2
"10.1002/mrm.28978",2
"10.1002/mrm.28989",4
"10.1002/mrm.29152",8
"10.1002/mrm.29176",0
"10.1002/mrm.29287",1
"10.1002/mrm.29377",2
"10.1002/mus.26780",10
"10.1002/mus.26884",1
"10.1002/mus.26985",55
"10.1002/mus.27091",448
"10.1002/mus.27097",2
"10.1002/mus.27324",12
"10.1002/mus.27392",18
"10.1002/mus.27405",11
"10.1002/mus.27467",1
"10.1002/mus.27472",763
"10.1002/mus.27652",2
"10.1002/nau.24177",1
"10.1002/nau.24194",0
"10.1002/nau.24206",12
"10.1002/nau.24230",7
"10.1002/nau.24232",4
"10.1002/nau.24276",4
"10.1002/nau.24279",11
"10.1002/nau.24304",1
"10.1002/nau.24314",3
"10.1002/nau.24330",1
"10.1002/nau.24336",4
"10.1002/nau.24368",1
"10.1002/nau.24419",1
"10.1002/nau.24469",13
"10.1002/nau.24534",1
"10.1002/nau.24645",1
"10.1002/nau.24649",7
"10.1002/nau.24654",1
"10.1002/nau.24687",2
"10.1002/nau.24733",3
"10.1002/nau.24790",4
"10.1002/nau.24855",7
"10.1002/nau.24860",1
"10.1002/nau.24954",5
"10.1002/nau.24955",7
"10.1002/nau.25008",1
"10.1002/nau.25029",1
"10.1002/nau.25042",3
"10.1002/nbm.4219",2
"10.1002/nbm.4222",10
"10.1002/nbm.4283",3
"10.1002/nbm.4326",1
"10.1002/nbm.4590",8
"10.1002/nbm.4730",5
"10.1002/nbm.4806",3
"10.1002/nop2.956",8
"10.1002/onco.13756",9
"10.1002/path.5351",14
"10.1002/path.5399",2
"10.1002/path.5425",5
"10.1002/path.5576",3
"10.1002/path.5878",80
"10.1002/pds.5154",6
"10.1002/pds.5196",2
"10.1002/pds.5297",3
"10.1002/pds.5411",1
"10.1002/ped4.12315",47
"10.1002/phar.2517",1
"10.1002/pmic.202100247",2
"10.1002/pmrj.12264",0
"10.1002/pmrj.12289",9
"10.1002/pmrj.12328",1
"10.1002/pmrj.12377",2
"10.1002/pmrj.12423",1
"10.1002/pmrj.12435",2
"10.1002/pmrj.12517",5
"10.1002/pmrj.12724",0
"10.1002/pri.1798",1
"10.1002/pri.1799",11
"10.1002/pri.1805",14
"10.1002/pri.1814",3
"10.1002/pri.1829",5
"10.1002/pri.1893",0
"10.1002/pri.1909",7
"10.1002/pri.1922",9
"10.1002/prot.25764",4
"10.1002/prp2.659",1
"10.1002/psc.3281",1
"10.1002/psp4.12580",2
"10.1002/psp4.12778",1
"10.1002/psp4.12796",1
"10.1002/pst.2233",7
"10.1002/ptr.6927",7
"10.1002/ptr.6968",1
"10.1002/ptr.7050",17
"10.1002/ptr.7138",11
"10.1002/ptr.7263",13
"10.1002/ptr.7273",6
"10.1002/ptr.7395",1
"10.1002/ptr.7417",1
"10.1002/rcr2.834",14
"10.1002/sctm.19-0156",102
"10.1002/sim.8525",2
"10.1002/sim.8587",1
"10.1002/sim.8668",3
"10.1002/sim.8702",3
"10.1002/sim.8790",1
"10.1002/sim.8843",3
"10.1002/sim.8967",5
"10.1002/sim.9034",9
"10.1002/smi.3054",0
"10.1002/stem.3374",25
"10.1002/syn.22234",1
"10.1002/term.3110",3
"10.1002/trc2.12108",29
"10.1002/trc2.12162",11
"10.1002/trc2.12174",319
"10.1002/trc2.12324",7
"10.1002/uog.24906",21
"10.1002/vms3.314",1
"10.1002/wdev.358",0
"10.1002/wnan.1783",1
"10.1002/wrna.1709",12
"10.1002/wsbm.1486",45
"10.1007/10_2019_105",1
"10.1007/164_2019_308",1
"10.1007/164_2019_315",4
"10.1007/164_2020_407",2
"10.1007/164_2021_502",2
"10.1007/164_2021_545",1
"10.1007/7651_2020_281",1
"10.1007/7651_2021_453",8
"10.1007/7854_2021_240",5
"10.1007/978-1-0716-0787-9_18",3
"10.1007/978-1-0716-1130-2_3",0
"10.1007/978-1-0716-1311-5_27",7
"10.1007/978-1-0716-1601-7_11",3
"10.1007/978-1-0716-1783-0_5",1
"10.1007/978-1-0716-2305-3_6",1
"10.1007/978-1-0716-2521-7_1",1
"10.1007/978-1-4939-9717-6_1",2
"10.1007/978-1-4939-9773-2_27",4
"10.1007/978-3-030-32622-7_38",7
"10.1007/978-3-030-34521-1_4",6
"10.1007/978-3-030-36588-2_6",1
"10.1007/978-3-030-43961-3_5",5
"10.1007/978-3-030-50621-6_1",2
"10.1007/978-3-030-50621-6_7",3
"10.1007/978-3-030-55035-6_6",2
"10.1007/978-3-030-56153-6_3",1
"10.1007/978-3-030-57369-0_8",1
"10.1007/978-3-030-59861-7_13",0
"10.1007/978-3-030-60204-8_2",10
"10.1007/978-3-030-60204-8_3",1
"10.1007/978-3-030-60204-8_8",10
"10.1007/978-3-030-61125-5_7",1
"10.1007/978-3-030-63046-1_12",10
"10.1007/978-3-030-63761-3_20",0
"10.1007/978-3-030-63761-3_21",1
"10.1007/978-3-030-70115-4_10",6
"10.1007/978-3-030-70115-4_8",2
"10.1007/978-3-030-78771-4_19",1
"10.1007/978-3-030-85109-5_13",1
"10.1007/978-3-030-85113-2_6",4
"10.1007/978-3-030-85292-4_21",8
"10.1007/978-3-030-87779-8_4",1
"10.1007/978-3-030-92616-8_10",2
"10.1007/978-3-030-99166-1_13",1
"10.1007/978-3-031-05843-1_1",0
"10.1007/978-3-031-06566-8_14",2
"10.1007/978-3-031-08999-2_12",1
"10.1007/978-3-031-14190-4_15",0
"10.1007/978-3-031-14190-4_25",0
"10.1007/978-3-031-16980-9_6",4
"10.1007/978-981-15-1792-1_22",1
"10.1007/978-981-15-1792-1_29",3
"10.1007/978-981-15-2385-4_6",5
"10.1007/978-981-15-3449-2_12",1
"10.1007/978-981-15-4370-8_7",2
"10.1007/978-981-15-6407-9_10",2
"10.1007/978-981-16-0991-6_7",7
"10.1007/s00005-020-00584-4",1
"10.1007/s00005-020-00587-1",2
"10.1007/s00005-021-00619-4",2
"10.1007/s00011-019-01310-3",1
"10.1007/s00011-020-01341-1",11
"10.1007/s00011-020-01355-9",1
"10.1007/s00011-020-01394-2",1
"10.1007/s00011-020-01396-0",3
"10.1007/s00011-021-01446-1",8
"10.1007/s00011-022-01622-x",10
"10.1007/s00011-022-01643-6",1
"10.1007/s00018-019-03327-7",2
"10.1007/s00018-019-03423-8",1
"10.1007/s00018-020-03586-9",9
"10.1007/s00018-020-03706-5",33
"10.1007/s00018-020-03733-2",3
"10.1007/s00018-021-03792-z",14
"10.1007/s00018-021-03802-0",14
"10.1007/s00018-021-03825-7",5
"10.1007/s00018-021-03852-4",8
"10.1007/s00018-021-03927-2",8
"10.1007/s00018-021-03932-5",10
"10.1007/s00018-021-04109-w",14
"10.1007/s00018-022-04126-3",9
"10.1007/s00018-022-04160-1",5
"10.1007/s00018-022-04225-1",10
"10.1007/s00018-022-04294-2",1
"10.1007/s00018-022-04315-0",1
"10.1007/s00018-022-04340-z",5
"10.1007/s00018-022-04428-6",9
"10.1007/s00018-022-04433-9",5
"10.1007/s00018-022-04573-y",25
"10.1007/s00062-019-00794-0",3
"10.1007/s00062-019-00869-y",1
"10.1007/s00062-020-00882-6",2
"10.1007/s00062-020-00929-8",1
"10.1007/s00062-021-00995-6",1
"10.1007/s00062-021-01010-8",4
"10.1007/s00062-021-01021-5",2
"10.1007/s00062-021-01089-z",2
"10.1007/s00062-022-01144-3",15
"10.1007/s00062-022-01219-1",1
"10.1007/s00064-020-00648-w",1
"10.1007/s00109-020-01958-z",3
"10.1007/s00109-020-01968-x",15
"10.1007/s00109-020-02003-9",3
